cssuk;cssut;cssue1;cssue3;RMSD_t1_cc;RMSD_t1_st;RMSD_t1_sw;RMSD_t2_cc;RMSD_t2_st;RMSD_t2_sw;RMSD_t3_cc;RMSD_t3_st;RMSD_t3_sw
0;0;0;5;2.351695585;1.726397065;3.26676659;1.985973747;0.925517873;3.537860393;4.550823833;5.428430865;3.266520859
1;1;1;3;1.993019983;1.438827412;2.804033502;1.990346569;1.037254173;3.385115928;4.533885704;5.128666602;3.663474634
1;3;0;3;0.265865057;0.209519472;0.961549733;1.991247714;0.983423538;3.466112362;4.013919339;4.29312631;3.605323771
0;3;1;3;0.268375946;0.2049333;0.961023624;2.004516564;0.997785944;3.477780884;4.021446361;4.299928783;3.613911109
1;0;1;3;2.559619218;1.968928807;3.42404421;2.005824994;1.052229587;3.401330468;4.695328952;5.368622192;3.710021771
1;3;1;1;0.291221403;0.178841459;0.979118275;2.018456434;1.064773974;3.414089304;4.164483887;4.282515674;3.991754442
1;3;1;0;0.294900538;0.174901513;0.982415734;2.038185022;1.084232991;3.434212384;4.204767659;4.285350776;4.086841146
0;5;0;1;1.505253745;1.894036974;0.936302676;2.053715308;0.982589082;3.621217102;3.715967577;3.376284042;4.213065434
0;5;0;0;1.50303479;1.891664671;0.934308134;2.074434752;1.000791906;3.645619406;3.80678946;3.37834103;4.433787162
1;1;0;3;2.003065713;1.44031443;2.826604177;2.117668087;1.099643274;3.607460497;4.640007134;5.189127244;3.836416728
0;1;1;3;2.009745984;1.452486589;2.825247538;2.13336024;1.116861363;3.620919572;4.653275415;5.204215714;3.847021319
1;0;0;3;2.579913146;1.972042712;3.469479636;2.135727978;1.11651716;3.627256005;4.818241215;5.451684959;3.891250371
0;3;0;3;0.272229692;0.204365667;0.969686316;2.143476974;1.05695483;3.733509379;4.115030679;4.335880866;3.791835282
1;3;0;1;0.295103784;0.178266259;0.987840433;2.150326474;1.129733552;3.643877091;4.279280178;4.316759126;4.224432937
0;0;1;3;2.594803665;1.998442338;3.467527558;2.151870934;1.134274666;3.641036205;4.838455867;5.477555355;3.903188324
1;1;1;1;2.07275555;1.524761585;2.874697938;2.153974718;1.199267187;3.55110769;4.784633437;5.171657614;4.218256592
0;3;1;1;0.297654494;0.173610001;0.987309853;2.167663429;1.149330507;3.657906729;4.288654896;4.323742404;4.237307324
1;3;0;0;0.29878876;0.17432516;0.991150595;2.173576198;1.151774399;3.668895904;4.331284269;4.319783081;4.348115276
1;0;1;1;2.765170386;2.197764996;3.595519738;2.173865622;1.21968574;3.570226425;4.959824664;5.432384726;4.268273354
1;1;1;0;2.083352504;1.536236359;2.884010278;2.178379275;1.224590977;3.574167027;4.827588238;5.177278384;4.315846561
0;3;1;0;0.301344616;0.169659852;0.990619447;2.191884521;1.172716768;3.683349525;4.341463427;4.326791062;4.362935182
1;0;1;0;2.807388051;2.247152602;3.627244805;2.199247132;1.246305074;3.593796485;5.004871876;5.441117725;4.366463315
0;1;0;3;2.020100037;1.453996873;2.848543692;2.302440299;1.192100625;3.927327628;4.780515272;5.277818381;4.052754625
1;1;0;1;2.083685458;1.526425855;2.899187317;2.313602997;1.28622022;3.817089987;4.928417627;5.238035716;4.475317983
0;0;0;3;2.618092178;2.001758464;3.520043954;2.32715797;1.21308579;3.957507503;5.000576046;5.595515946;4.129932291
0;1;1;1;2.091193586;1.54004005;2.897759737;2.337362074;1.314202176;3.834669241;4.944668931;5.254644816;4.491045684
1;0;0;1;2.797183604;2.204234023;3.664914699;2.339233565;1.311855857;3.842713138;5.127384028;5.531199345;4.536434784
1;1;0;0;2.094413348;1.537928612;2.908781255;2.344996051;1.317801659;3.848207357;4.984592368;5.244548382;4.604168931
0;3;0;1;0.301554541;0.173033365;0.996073428;2.346867131;1.22919905;3.982478956;4.4433162;4.362044281;4.562250716
0;0;1;1;2.835721391;2.267825281;3.66678887;2.364677439;1.342140745;3.861072601;5.154693313;5.565098575;4.554100245
0;1;1;0;2.102053214;1.551770916;2.907344382;2.371339561;1.349527213;3.866674705;5.001895975;5.26139144;4.622146514
1;0;0;0;2.843800955;2.255630168;3.704538691;2.372689638;1.34605675;3.875079229;5.187029723;5.542675452;4.666572558
0;3;0;0;0.305250591;0.169082053;0.999395923;2.380230268;1.25824658;4.022157615;4.554149747;4.365459937;4.830281177
0;0;1;0;2.91569506;2.369745689;3.714645359;2.401440085;1.38119767;3.894477765;5.216308114;5.578258195;4.68662507
0;1;0;1;2.102529032;1.54173939;2.923196802;2.607108177;1.448604139;4.30247994;5.155137227;5.342719177;4.880627056
0;0;0;1;2.884483332;2.277114241;3.773316147;2.668335228;1.500647836;4.377146046;5.450319079;5.762597616;4.993326097
0;1;0;0;2.113535972;1.553500566;2.93309998;2.686025783;1.515701255;4.398695823;5.301510034;5.352578843;5.226775192
0;0;0;0;3.017678662;2.414791875;3.899952009;2.83892354;1.644428592;4.586964928;5.675190178;5.846138297;5.425022199
